,TS代码,股东名称,持股比例
86,300325.SZ,苏州香塘创业投资有限责任公司,3.48
91,300325.SZ,苏州蓝壹创业投资有限公司,3.2
73,300325.SZ,拉萨经济技术开发区香塘投资管理有限公司,2.5
92,300326.SZ,涌金投资控股有限公司,6.96
93,300326.SZ,ULTRA TEMPO LIMITED,6.5
8,300326.SZ,香港中央结算有限公司(陆股通),6.44
95,300326.SZ,上海欣诚意投资有限公司,5.93
89,300326.SZ,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,4.71
22,300327.SZ,威朗国际集团有限公司,32.026
21,300327.SZ,WIN CHANNEL LIMITED,9.68
91,300327.SZ,诚威国际投资有限公司,4.19
37,300327.SZ,中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金,2.94
75,300327.SZ,全国社保基金四一三组合,1.82
88,300328.SZ,宜安实业有限公司,29.33
25,300328.SZ,株洲市国有资产投资控股集团有限公司,27.97
70,300328.SZ,萍乡市中安企业管理咨询中心(有限合伙),2.46
72,300328.SZ,港安控股有限公司,2.05
98,300328.SZ,东兴证券股份有限公司,1.35
30,300329.SZ,宁波北仑海伦投资有限公司,27.34
82,300329.SZ,四季香港投资有限公司,16.93
78,300329.SZ,中国工商银行股份有限公司-光大保德信中国制造2025灵活配置混合型证券投资基金,2.36
15,300329.SZ,中央汇金资产管理有限责任公司,1.43
74,300329.SZ,中国光大银行股份有限公司-光大保德信多策略优选一年定期开放灵活配置混合型证券投资基金,0.92
79,300330.SZ,上海华虹(集团)有限公司,25.61
99,300330.SZ,上海申腾信息技术有限公司,6.17
95,300330.SZ,中央汇金资产管理有限责任公司,1.85
19,300330.SZ,薄闽生,1.8
13,300330.SZ,徐鹏,0.9
66,300331.SZ,陈林森,22.22
91,300331.SZ,虞樟星,9.41
63,300331.SZ,江苏苏大投资有限公司,4.69
44,300331.SZ,东吴证券-招商银行-东吴苏大维格1号集合资产管理计划,4.42
36,300331.SZ,中国建设银行股份有限公司-广发多元新兴股票型证券投资基金,3.72
70,300332.SZ,天壕投资集团有限公司,19.44
82,300332.SZ,西藏瑞嘉创新投资有限公司,5.47
18,300332.SZ,陈作涛,5.04
6,300332.SZ,湖北省国有资本运营有限公司,4.99
4,300332.SZ,西藏君升恒齐电子科技有限公司,2.79
97,300333.SZ,新疆晁骏股权投资有限公司,21.36
54,300333.SZ,中央汇金资产管理有限责任公司,2.91
98,300333.SZ,魏恺言,2.03
9,300333.SZ,李小飞,0.91
2,300333.SZ,吕强,0.82
33,300334.SZ,天津膜天膜工程技术有限公司,21.19
29,300334.SZ,高新投资发展有限公司,12.1
27,300334.SZ,华益科技国际(英属维尔京群岛)有限公司,10.95
77,300334.SZ,王刚,2.73
34,300334.SZ,河北建投水务投资有限公司,1.53
21,300335.SZ,常厚春,14.03
79,300335.SZ,常春厚,14.03
33,300335.SZ,李祖芹,11.0
28,300335.SZ,马革,7.73
0,300335.SZ,广州迪森热能技术股份有限公司回购专用证券账户,2.78
99,300336.SZ,上海渠丰国际贸易有限公司,19.86
13,300336.SZ,拾分自然(上海)文化传播有限公司,8.88
70,300336.SZ,上海银久广告有限公司,5.7
47,300336.SZ,杨震华,5.02
44,300336.SZ,陈颖翱,5.0002
95,300337.SZ,沈于蓝,34.44
73,300337.SZ,无锡新邦科技有限公司,22.0
49,300337.SZ,沈健生,17.91
89,300337.SZ,单宇,5.11
56,300337.SZ,银邦金属复合材料股份有限公司-第二期员工持股计划,2.21
97,300338.SZ,罗建文,12.53
9,300338.SZ,江勇,9.6738
58,300338.SZ,罗旭东,7.79
7,300338.SZ,张波文,5.53
3,300338.SZ,赵君,5.14
95,300339.SZ,江苏润和科技投资集团有限公司,15.5601
92,300339.SZ,周红卫,5.56
91,300339.SZ,宁波宏创股权投资合伙企业(有限合伙),5.07
77,300339.SZ,上海云鑫创业投资有限公司,5.0502
71,300339.SZ,南京国资混改基金有限公司,5.0225
31,300340.SZ,"万国江,唐芬",22.52
33,300340.SZ,万国江,19.14
0,300340.SZ,株洲高科集团有限公司,5.89
53,300340.SZ,唐芬,4.4
84,300340.SZ,朱平波,2.97
77,300341.SZ,麦克奥迪控股有限公司,40.96
80,300341.SZ,香港协励行有限公司,24.18
90,300341.SZ,厦门竞创投资管理合伙企业(有限合伙),2.06
60,300341.SZ,中央汇金资产管理有限责任公司,1.31
52,300341.SZ,赵炳利,0.86
5,300342.SZ,佛山市澜海瑞兴股权投资合伙企业(有限合伙),28.5332
99,300342.SZ,常熟市天恒投资管理有限公司,17.0
96,300342.SZ,赵云文,5.26
69,300342.SZ,常熟市恒泰投资有限公司,4.22
86,300342.SZ,华娟,1.92
84,300343.SZ,李洪国,21.27
97,300343.SZ,上海云麦投资中心(有限合伙),5.79
99,300343.SZ,邵秀英,4.63
98,300343.SZ,齐海莹,3.98
12,300343.SZ,高胜宁,3.35
77,300344.SZ,樊立,25.01
84,300344.SZ,樊志,22.95
1,300344.SZ,宁波岭楠企业管理合伙企业(有限合伙),6.5
2,300344.SZ,安徽金春无纺布股份有限公司,6.047
68,300344.SZ,张青,2.96
92,300345.SZ,朱红玉,20.55
61,300345.SZ,湖南建湘晖鸿产业投资有限公司,20.0
42,300345.SZ,任立军,6.2
64,300345.SZ,朱明楚,5.62
99,300345.SZ,湖南红翔投资合伙企业(有限合伙),3.32
0,300346.SZ,沈洁,11.66
74,300346.SZ,南京大学资产经营有限公司,8.89
50,300346.SZ,张兴国,8.28
98,300346.SZ,上海同华创业投资股份有限公司,7.7142
12,300346.SZ,北京宏裕融基创业投资中心(有限合伙),2.13
93,300347.SZ,叶小平,24.82
33,300347.SZ,香港中央结算有限公司(陆股通),17.98
12,300347.SZ,香港中央结算(代理人)有限公司,14.11
64,300347.SZ,曹晓春,8.56
75,300347.SZ,TEMASEK FULLERTON ALPHA PTE LTD,2.66
91,300348.SZ,王长春,16.65
9,300348.SZ,深圳市腾讯信息技术有限公司,6.66
10,300348.SZ,招商银行股份有限公司-鹏华新兴产业混合型证券投资基金,3.21
92,300348.SZ,中国工商银行股份有限公司-汇添富移动互联股票型证券投资基金,2.94
7,300348.SZ,张烨,2.61
1,300349.SZ,浙江金卡高科技工程有限公司,21.54
82,300349.SZ,杨斌,16.62
3,300349.SZ,北京和源投资管理有限公司-嘉兴和源庚酉投资管理合伙企业(有限合伙),3.59
35,300349.SZ,全国社保基金一一三组合,3.56
90,300349.SZ,香港中央结算有限公司(陆股通),3.45
66,300350.SZ,张京豫,25.01
94,300350.SZ,杨阳,9.35
78,300350.SZ,张倩,8.07
90,300350.SZ,珠海安赐互联捌号股权投资基金企业(有限合伙),6.08
64,300350.SZ,珠海安赐互联柒号股权投资基金企业(有限合伙),4.53
0,300351.SZ,范永贵,15.74
49,300351.SZ,浙江天台永贵投资有限公司,9.44
1,300351.SZ,范正军,8.17
39,300351.SZ,范纪军,7.87
9,300351.SZ,娄爱芹,4.68
95,300352.SZ,林皓,30.77
98,300352.SZ,北信瑞丰基金-南京银行-中航信托-中航信托·天启(2016)163号南京高科华睿集合资金信托计划,2.33
26,300352.SZ,华夏基金管理有限公司-社保基金四二二组合,2.02
63,300352.SZ,中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金,1.75
46,300352.SZ,谢征昊,1.58
97,300353.SZ,李平,34.5
14,300353.SZ,北京大兴投资集团有限公司,5.0
34,300353.SZ,北京电子商务中心区投资有限公司,5.0
20,300353.SZ,北京电子商务中心区投资有限公司(现已更名为:北京大兴投资集团有限公司),5.0
86,300353.SZ,常青,3.0
99,300354.SZ,刘士钢,51.18
2,300354.SZ,罗沔,6.77
13,300354.SZ,孙慧明,3.86
4,300354.SZ,宁波乾弘久盛资产管理合伙企业(有限合伙)-乾弘锐享成长一期私募证券投资基金,1.45
24,300354.SZ,中央汇金资产管理有限责任公司,1.28
98,300355.SZ,王召明,22.37
45,300355.SZ,内蒙古金融资产管理有限公司,5.59
8,300355.SZ,内蒙古蒙草生态环境(集团)股份有限公司-第一期员工持股计划,3.58
62,300355.SZ,#内蒙古蒙草生态环境(集团)股份有限公司-第一期员工持股计划,3.58
74,300355.SZ,徐永丽,3.13
83,300356.SZ,江苏光一投资管理有限责任公司,21.9
81,300356.SZ,湖北乾瀚投资有限公司,10.6
94,300356.SZ,龙昌明,8.12
38,300356.SZ,任昌兆,1.71
90,300356.SZ,肖裕福,1.42
31,300357.SZ,浙江我武管理咨询有限公司,38.86
64,300357.SZ,胡赓熙,12.95
92,300357.SZ,全国社保基金一一二组合,4.99
17,300357.SZ,全国社保基金四零六组合,2.07
99,300357.SZ,中国工商银行-广发稳健增长证券投资基金,1.98
0,300358.SZ,长沙楚天投资集团有限公司,40.68
74,300358.SZ,湖南省资产管理有限公司,10.69
22,300358.SZ,湖南省财信资产管理有限公司,10.69
66,300358.SZ,新疆汉森股权投资管理有限合伙企业,4.69
91,300358.SZ,马庆华,4.14
82,300359.SZ,陈炽昌,24.07
27,300359.SZ,中山市交通发展集团有限公司,9.18
92,300359.SZ,全鼎资本管理有限公司,9.09
4,300359.SZ,南昌经济技术开发区中文旭顺企业管理合伙企业(有限合伙),6.8911
90,300359.SZ,中山教育科技股份有限公司,5.18
35,300360.SZ,杭州炬华集团有限公司,24.08
5,300360.SZ,丁敏华,12.16
23,300360.SZ,洪军,4.08
91,300360.SZ,余钦,3.56
25,300360.SZ,杨光,2.67
86,300363.SZ,重庆两江新区产业发展集团有限公司,15.7629
89,300363.SZ,居年丰,13.39
23,300363.SZ,陶荣,10.26
92,300363.SZ,张和兵,10.26
1,300363.SZ,张家港卓远投资合伙企业(有限合伙),5.24
50,300364.SZ,童之磊,15.3142
13,300364.SZ,北京启迪华创投资咨询有限公司,11.07
55,300364.SZ,朱明,6.54
16,300364.SZ,建水文睿企业管理有限公司,5.77
88,300364.SZ,全国社保基金五零四组合,2.71
