,TS代码,法人代表,总经理,董秘,城市
3290,002830.SZ,蓝继晓,蓝继晓,刘灿星,深圳市
3291,300158.SZ,李安平,马士锋,宁潞宏,长治市
3292,002881.SZ,王平,王平,黄敏,深圳市
3293,002800.SZ,王普宇,王普宇,高翔,乌鲁木齐市
3294,002992.SZ,李军,张春,张国宏,深圳市
3295,688179.SH,徐久振,徐久振,赵新安,上海市
3296,601860.SH,汤宇,史文雄,吴飞,南京市
3297,300292.SZ,万卫方,张建国,李勇,苏州市
3298,002681.SZ,肖奋,肖奋,谢玉平,深圳市
3299,300881.SZ,周文庆,缪一新,周阳益,常州市
3300,002818.SZ,刘兵,刘义,张凤术,成都市
3301,002982.SZ,喻自文,喻自文,何业春,常德市
3302,603320.SH,吴建荣,吴储正,丁家丰,绍兴市
3303,300606.SZ,杨璐,杨璐,杜燕艳,东莞市
3304,603617.SH,张阿华,张君波,蒋良波,宁波市
3305,603566.SH,张许科,胡伟,赵锐,洛阳市
3306,601330.SH,直军,乔德卫,朱曙光,深圳市
3307,300729.SZ,项乐宏,项乐宏,朱伟,宁波市
3308,601828.SH,车建兴,车建兴,郭丙合,上海市
3309,603306.SH,袁晋清,张初全,陈少琳,厦门市
3310,002542.SZ,邓明长,邓明长,赵鹏,北京市
3311,002728.SZ,许丹青,许丹青,陈习良,江门市
3312,603116.SH,钱金波,钱帆,熊建华,温州市
3313,603730.SH,姜银台,姜明,肖传龙,上海市
3314,002706.SZ,任思龙,陈平,程秋高,上海市
3315,300890.SZ,周鹏伟,赵东辉,叶文国,深圳市
3316,605099.SH,王强翔,王强翔,姜世毅,淮安市
3317,601869.SH,马杰,庄丹,梁冠宁,武汉市
3318,300639.SZ,黄伟雄,管乔中,陈毅,潮州市
3319,300740.SZ,戴跃锋,戴跃锋,吴小瑾,长沙市
3320,300655.SZ,吴天舒,薛利新,陈万鹏,苏州市
3321,002552.SZ,朱宝松,朱宝松,赵晓兵,杭州市
3322,002641.SZ,卢震宇,冀雄,陈志国,台州市
3323,002193.SZ,邱亚夫,杜元姝,徐长瑞,济宁市
3324,002254.SZ,宋西全,迟海平,董旭海,烟台市
3325,002160.SZ,张平,朱明,王庆营,苏州市
3326,002391.SZ,于国权,孙霞林,马长庆,扬州市
3327,002312.SZ,朱江,朱江,宋华梅,成都市
3328,002651.SZ,何亚民,林麟,胡益俊,成都市
3329,002480.SZ,肖光辉,夏玉龙,张杨,成都市
3330,002773.SZ,柯尊洪,柯潇,钟建军,成都市
3331,300019.SZ,王有治,王有强,王有治,成都市
3332,002437.SZ,王东绪,刁秀强,刘月寅,哈尔滨市
3333,603002.SH,林瑞荣,江胜宗,陈义华,广州市
3334,300310.SZ,钟飞鹏,孙建军,吴伟生,广州市
3335,002170.SZ,黄培钊,黄培钊,郑宇,深圳市
3336,300448.SZ,雷洪文,雷洪文,陈翩,广州市
3337,601137.SH,谢识才,张明,王永生,宁波市
3338,002210.SZ,赵力宾,赵力宾,赵力宾,深圳市
3339,002161.SZ,陈光珠,陈光珠,马琳,深圳市
3340,002249.SZ,鲁楚平,徐海明,刘博,中山市
3341,002256.SZ,蔡继中,蔡继中,刘公直,深圳市
3342,002697.SZ,曹世如,曹世如,曹曾俊,成都市
3343,300028.SZ,熊建新,熊建新,熊建新,成都市
3344,300127.SZ,戴炎,吴志坚,朱魁文,成都市
3345,601021.SH,王煜,王志杰,陈可,上海市
3346,601311.SH,刘长来,夏诗忠,余爱华,襄阳市
3347,300203.SZ,丁建萍,孙越,田昆仑,杭州市
3348,300169.SZ,吴海宙,辛艳文,韩庆军,常州市
3349,300862.SZ,钱江,钱江,张海燕,铜陵市
3350,002423.SZ,孙彦敏,孙彦敏,姜正华,济源市
3351,002281.SZ,余少华,胡广文,毛浩,武汉市
3352,601088.SH,王祥喜,杨吉平,黄清,北京市
3353,002224.SZ,吴琼瑛,吴琼瑛,何磊,绍兴市
3354,002219.SZ,王伟,吕东明,曹维,陇南市
3355,300138.SZ,卢庆国,卢庆国,周静,邯郸市
3356,300408.SZ,张万镇,李钢,徐瑞英,潮州市
3357,300021.SZ,王浩宇,谢永生,陈静,酒泉市
3358,603629.SH,邵树伟,邵树伟,施佶,无锡市
3359,688301.SH,顾铁,顾铁,邱敏,上海市
3360,603829.SH,谈行,臧文明,邵家旭,常州市
3361,603179.SH,唐志华,唐志华,高海龙,镇江市
3362,300024.SZ,曲道奎,曲道奎,赵立国,沈阳市
3363,601999.SH,杨建军,陈闯,费宏伟,沈阳市
3364,002202.SZ,武钢,曹志刚,马金儒,乌鲁木齐市
3365,002162.SZ,李慈雄,李慈雄,程梅,上海市
3366,002270.SZ,肖毅,肖毅,夏海晶,济南市
3367,002446.SZ,杨华,杨华,陈嘉,佛山市
3368,601212.SH,王普公,王彬,孙茏,白银市
3369,603919.SH,周志刚,周志刚,石少军,陇南市
3370,603893.SH,励民,励民,林玉秋,福州市
3371,002417.SZ,周世平,周海燕,骆丹丹,深圳市
3372,601811.SH,何志勇,李强,游祖刚,成都市
3373,300543.SZ,陈静,陈静,罗斌,深圳市
3374,300468.SZ,周志群,李琳,李琳,深圳市
3375,603863.SH,王壮鹏,蔡建涛,林指南,汕头市
3376,300690.SZ,王庆华,姚建美,马骏,德州市
3377,300652.SZ,沈仁荣,沈仁荣,陆莎莎,杭州市
3378,603012.SH,石华辉,石华辉,常玉林,上海市
3379,603689.SH,贾化斌,姚礼进,朱磊,合肥市
3380,002269.SZ,胡佳佳,胡佳佳,张利,上海市
3381,002169.SZ,陈谨,陈谨,曹承锋,广州市
3382,002163.SZ,朱强华,刘宝,周军,深圳市
3383,002255.SZ,徐元生,徐元生,张郭一,苏州市
3384,002174.SZ,许彬,陈芳,许彬,泉州市
3385,603636.SH,吴志雄,吴志雄,吴丽卿,泉州市
3386,002509.SZ,张充,张充,张充,泉州市
3387,002474.SZ,鲁峰,鲁峰,万孝雄,福州市
3388,601933.SH,张轩松,李国,张经仪,福州市
3389,603605.SH,侯军呈,方玉友,张叶峰,杭州市
3390,300688.SZ,牛文文,牛文文,张东,北京市
3391,603087.SH,甘忠如,都凯,邹蓉,北京市
3392,300373.SZ,梁勤,王文信,梁瑶,扬州市
3393,300324.SZ,陈为群,谢军伟,黄海涛,北京市
3394,601101.SH,关志生,董永站,谷中和,北京市
3395,300212.SZ,林拥军,林拥军,颜芳,北京市
3396,300682.SZ,郑新标,郑新标,王慎勇,无锡市
3397,300598.SZ,王继平,刘冰冰,王锟,南京市
3398,603058.SH,邓代兴,李秀玉,余根潇,贵阳市
3399,003029.SZ,于逢良,王连彬,张凤阁,长春市
3400,603801.SH,孙志勇,许帮顺,蔡成武,合肥市
3401,603530.SH,马斌,马斌,季清辉,南通市
3402,603321.SH,钱雪林,钱雪林,郭晓军,绍兴市
3403,002386.SZ,罗云,廖周荣,何波,宜宾市
3404,300370.SZ,许永良,张磊,许永良,北京市
3405,300213.SZ,林菁,林菁,郑文,北京市
3406,300010.SZ,窦昕,窦昕,张亮,北京市
3407,300338.SZ,江勇,赵君,彭民,长沙市
3408,603589.SH,徐进,徐进,徐钦祥,淮北市
3409,300009.SZ,宋礼华,宋礼华,李坤,合肥市
3410,002361.SZ,刘志坚,刘志坚,吴昌国,芜湖市
3411,688060.SH,高南,高南,姜金良,泰州市
3412,300641.SZ,曹正国,曹正国,胡国忠,镇江市
3413,603020.SH,魏中浩,魏中浩,孔史杰,上海市
3414,002763.SZ,吕兴平,吕兴平,王静,深圳市
3415,300583.SZ,米奇,米奇,李璐,菏泽市
3416,603123.SH,匡振兴,吴红平,姜荣生,北京市
3417,002373.SZ,夏曙东,潘璠,郑学东,北京市
3418,002642.SZ,王东辉,闫国荣,邓前,北京市
3419,300825.SZ,宣奇武,张立强,林玲,北京市
3420,603733.SH,王敏良,王敏良,王昱哲,衢州市
3421,300068.SZ,王海光,朱保义,曲艺,杭州市
3422,300111.SZ,曹阳,施华新,李岚,绍兴市
3423,002488.SZ,孙锋峰,孙锋峰,倪永华,杭州市
3424,300933.SZ,杜南平,姜一鑫,徐积平,无锡市
3425,688595.SH,卢国建,卢国建,黄昌福,深圳市
3426,300745.SZ,吴壬华,吴壬华,罗丽芳,深圳市
3427,003039.SZ,陈海燕,陈海燕,蒋毅,佛山市
3428,002147.SZ,虞江威,虞江威,杨畅生,马鞍山市
3429,002267.SZ,刘宏波,陈东生,毕卫,西安市
3430,601668.SH,周乃翔,郑学选,薛克庆,北京市
3431,002157.SZ,林峰,林峰,祝建霞,南昌市
3432,300034.SZ,艾磊,邵冲,蔡晓宝,北京市
3433,300231.SZ,詹立雄,詹立雄,林静颖,北京市
3434,002440.SZ,阮静波,徐万福,刘波平,绍兴市
3435,002674.SZ,吴华春,孙辉永,吴美莉,泉州市
3436,300056.SZ,王光辉,徐秀丽,张红亮,厦门市
3437,688133.SH,张庆,张庆,定高翔,上海市
3438,605081.SH,何文辉,徐小娜,姜伟,上海市
3439,002883.SZ,陈凤军,陈凤军,孙家骏,无锡市
3440,300375.SZ,王志方,王志方,魏泉胜,天津市
3441,002257.SZ,李立本,林必清,陈卫忠,宁波市
3442,002218.SZ,陈五奎,杨国强,龚艳平,深圳市
3443,002214.SZ,庞惠民,庞惠民,范奇,杭州市
3444,002235.SZ,张杰,张杰,陈文坚,厦门市
3445,300011.SZ,顾庆伟,顾庆伟,李彤,北京市
3446,688078.SH,毛善君,姬阳瑞,郭俊英,北京市
3447,603068.SH,PENGFEI ZHANG,PENGFEI ZHANG,李丽莉,上海市
3448,300161.SZ,陈吉红,田茂胜,田茂胜,武汉市
3449,002563.SZ,邱光和,徐波,宗惠春,温州市
3450,688336.SH,LOU JING,肖卫红,刘彦丽,上海市
3451,300474.SZ,曾万辉,曾万辉,廖凯,长沙市
3452,002123.SZ,余文胜,徐刚,朱雯雯,鞍山市
3453,601007.SH,李茜,金美成,王浩,南京市
3454,002125.SZ,谭新乔,张迎春,贺娟,湘潭市
3455,002288.SZ,梁健锋,梁宏,张士宝,梅州市
3456,002180.SZ,汪东颖,严伟,张剑洲,珠海市
3457,601918.SH,陈培,杨伯达,戴斐,淮南市
3458,002197.SZ,曾胜强,曾胜强,傅德亮,深圳市
3459,002698.SZ,邓喜军,邓喜军,陈博,哈尔滨市
3460,002385.SZ,邵根伙,张立忠,陈忠恒,北京市
3461,300134.SZ,孙尚传,肖竞,林晓媚,蚌埠市
3462,300097.SZ,师利全,师利全,丁芸洁,大连市
3463,002605.SZ,姚朔斌,姚朔斌,卞大云,上海市
3464,002769.SZ,陈书智,张云,倪伟雄,深圳市
3465,002340.SZ,许开华,许开华,欧阳铭志,深圳市
3466,002121.SZ,饶陆华,刘标,黄幼平,深圳市
3467,002126.SZ,徐小敏,夏军,陈敏,台州市
3468,002122.SZ,武剑飞,武剑飞,武宁,杭州市
3469,002129.SZ,李东生,沈浩平,秦世龙,天津市
3470,002156.SZ,石明达,石磊,蒋澍,南通市
3471,601139.SH,李真,张小东,杨玺,深圳市
3472,002155.SZ,王选祥,李希山,王文松,长沙市
3473,002151.SZ,周儒欣,高培刚,潘国平,北京市
3474,300196.SZ,杨国文,杨鹏威,杨国文,常州市
3475,601799.SH,周晓萍,周晓萍,李树军,常州市
3476,002547.SZ,袁静,王凯,彭琳霞,苏州市
3477,002715.SZ,杨海坤,张福如,张福如,肇庆市
3478,300260.SZ,李水波,李水波,朱孟勇,苏州市
3479,300306.SZ,潘建根,潘建根,张晓跃,杭州市
3480,002143.SZ,吴冰,吴冰,吴冰,遂宁市
3481,002443.SZ,孙进峰,沈淦荣,蔡超,湖州市
3482,002743.SZ,曹靖,曹靖,叶青,合肥市
3483,002178.SZ,潘晖,潘晖,唐文妍,上海市
3484,002222.SZ,陈辉,陈秋华,蔡德全,福州市
3485,002407.SZ,李世江,李云峰,彭超,焦作市
3486,002201.SZ,王文银,顾柔坚,曹亚伟,南通市
3487,002308.SZ,顾桂新,顾桂新,陈香,广州市
3488,002666.SZ,徐咸大,徐团华,陶张,佛山市
3489,002600.SZ,曾芳勤,曾芳勤,雷曼君,江门市
3490,002345.SZ,廖创宾,廖创宾,徐俊雄,汕头市
3491,601028.SH,赖郁尘,牛磊,黄永直,济南市
3492,300651.SZ,李春荣,李剑刚,孙军,苏州市
3493,300240.SZ,姚勤,耿昊,童少波,苏州市
3494,002131.SZ,王相荣,王相荣,周利明,台州市
3495,002132.SZ,谢晓博,谢晓龙,张召平,郑州市
3496,002371.SZ,赵晋荣,陶海虹,王晓宁,北京市
3497,002463.SZ,吴礼淦,吴传彬,李明贵,苏州市
3498,002127.SZ,张玉祥,张玉祥,张玉祥,苏州市
3499,601898.SH,李延江,濮津,义宝厚,北京市
3500,601126.SH,高秀环,刘志超,郗沭阳,北京市
3501,002221.SZ,周一峰,吴银龙,邵勇健,苏州市
3502,002684.SZ,王少武,王少武,陈乐伍,三门峡市
3503,002433.SZ,柯少彬,柯少彬,余祥,汕头市
3504,002400.SZ,陈钿隆,何滨,廖浩,广州市
3505,002918.SZ,萧华,萧礼标,张旗康,佛山市
3506,300093.SZ,严春来,严春来,林臻,汕头市
3507,300137.SZ,李玉国,陈荣强,王少军,石家庄市
3508,300086.SZ,洪江游,洪江涛,林德新,海口市
3509,002339.SZ,王良,严中华,姚斌,济南市
3510,002135.SZ,徐春祥,徐春祥,蒋建华,杭州市
3511,002134.SZ,秦克景,邵光洁,秦克景,天津市
3512,002138.SZ,袁金钰,施红阳,徐祖华,深圳市
3513,002248.SZ,连小明,王海波,李晓萌,威海市
3514,002137.SZ,陈亚妹,乔昕,朱蕾,深圳市
3515,002251.SZ,王填,王填,师茜,湘潭市
3516,002209.SZ,张颂明,肖林,李春燕,广州市
3517,002467.SZ,李小龙,李玉杰,李波,北京市
3518,002274.SZ,朱郁健,胡波,卢龙,苏州市
3519,300221.SZ,谭颂斌,林登灿,郑桂华,东莞市
3520,002502.SZ,龙学勤,龙学勤,王小平,汕头市
3521,300482.SZ,王继华,李文美,胡洪,广州市
3522,300147.SZ,王永辉,王永辉,徐力,广州市
3523,002533.SZ,吴学愚,周祖勤,邓绍坤,长沙市
3524,603267.SH,郑红,刘辰,邢杰,北京市
3525,002152.SZ,黄跃珍,陈建良,钟勇,广州市
3526,002150.SZ,柳振江,柳振江,蔡岚,苏州市
3527,002133.SZ,王轶磊,江利雄,华欣,杭州市
3528,002136.SZ,姚程,董泽友,王先龙,铜陵市
3529,002158.SZ,余昱暄,廖植生,邱玉英,上海市
3530,002231.SZ,杜方,杜方,白利海,沈阳市
3531,002183.SZ,周国辉,周国辉,夏镔,深圳市
3532,002678.SZ,李建宁,肖巍,谭婵,广州市
3533,002410.SZ,刁志中,袁正刚,李树剑,北京市
3534,601996.SH,刘一川,王高峰,汪灏,南宁市
3535,002710.SZ,胡波,韩小红,乔治武,北京市
3536,300038.SZ,张志勇,Limin Wu(武利民),陈鹏,北京市
3537,300200.SZ,王子平,王子平,史向前,北京市
3538,002128.SZ,刘建平,陈建国,温泉,通辽市
3539,002130.SZ,周文河,王宏晖,邱微,深圳市
3540,002250.SZ,王萍,王萍,陈飞彪,台州市
3541,002113.SZ,江峰,曾飞,梁萍,岳阳市
3542,002185.SZ,肖胜利,李六军,常文瑛,天水市
3543,002271.SZ,李卫国,张志萍,张蓓,北京市
3544,002268.SZ,卿昱,王忠海,刘志惠,成都市
3545,002208.SZ,王晓毅,陈奇梅,田峰,合肥市
3546,002993.SZ,刘昊,刘昊,蔺政,东莞市
3547,603977.SH,董家辉,熊旭晴,何骥,南昌市
3548,600933.SH,张建成,张建成,付龙柱,宁波市
3549,002665.SZ,黄文佳,黄卿乐,张保源,兰州市
3550,300515.SZ,朱先德,胡鹏飞,肖巧霞,长沙市
3551,002915.SZ,陈寅镐,王超,袁少岚,绍兴市
3552,603165.SH,冯荣华,冯荣华,胡荣霞,嘉兴市
3553,300716.SZ,邵鉴棠,邵鉴棠,李儒康,东莞市
3554,603322.SH,梁建华,张俊,邹文,广州市
3555,300371.SZ,张力新,董建国,冯大鹏,唐山市
3556,601899.SH,陈景河,邹来昌,郑友诚,龙岩市
3557,300798.SZ,赵卫国,赵卫国,肖卫兵,泰州市
3558,300611.SZ,章碧鸿,,章夏巍,绍兴市
3559,603800.SH,舒志高,邹利明,王骋,苏州市
3560,002873.SZ,董大伦,董大伦,王光平,贵阳市
3561,002872.SZ,刘爽,刘爽,王琴,重庆市
3562,002955.SZ,邢修青,王京,孙晓蔷,北京市
3563,603788.SH,钱高法,钱国年,彭丽娜,宁波市
3564,603345.SH,刘鸣鸣,张清苗,梁晨,厦门市
3565,300539.SZ,胡志军,胡志军,胡建锋,宁波市
3566,002616.SZ,何启强,麦正辉,何骏,中山市
3567,603798.SH,朱振华,朱磊,王黎明,青岛市
3568,002833.SZ,李茂洪,李茂洪,莫晨晓,广州市
3569,688698.SH,胡智勇,胡智勇,贺琬株,苏州市
3570,688529.SH,董德熙,董德熙,许洋,大连市
3571,002959.SZ,李一峰,李一峰,刘奎,佛山市
3572,603615.SH,陈葵生,陈葵生,翁林彦,福州市
3573,688181.SH,赵雷,赵雷,薛秀媛,北京市
3574,300632.SZ,林瑞梅,林文坤,张金燕,厦门市
3575,300308.SZ,王伟修,刘圣,王军,烟台市
3576,603818.SH,赵瑞海,赵瑞海,孙潇阳,北京市
3577,603327.SH,张景忠,胡俊强,黄卫,成都市
3578,605338.SH,刘会平,刘会平,钱昌华,上海市
3579,603982.SH,潘龙泉,邓凌曲,刘志文,南京市
3580,300867.SZ,朱煜煊,朱恒冰,陈文钰,厦门市
3581,300483.SZ,钱翔,钱翔,吴茌帏,上海市
3582,688360.SH,卓序,卓序,郭爱华,湖州市
3583,002729.SZ,杨力,杨力,马志容,厦门市
3584,688608.SH,LIANG ZHANG,LIANG ZHANG,赵国光,上海市
3585,002619.SZ,王双义,王双义,李斐,金华市
3586,603505.SH,王锦华,赵建平,戴水君,杭州市
3587,601206.SH,余剑伟,余剑伟,李恒,宁波市
3588,300640.SZ,吴体芳,吴体芳,冯文婷,福州市
3589,300301.SZ,王敏,刘志刚,江玮,深圳市
3590,603810.SH,殷凤山,殷平,吴汉存,盐城市
3591,002420.SZ,熊海涛,任雪峰,叶昌焱,广州市
3592,002913.SZ,程涌,贺波,贺梓修,益阳市
3593,003035.SZ,秦华,陈庆前,韩庆敏,广州市
3594,002724.SZ,杨志杰,杨志杰,陈艳,深圳市
3595,603650.SH,Zhang Ning,周建辉,李敏,上海市
3596,300763.SZ,王一鸣,王一鸣,张婵,宁波市
3597,300731.SZ,周东,周东,梁媛,深圳市
3598,300351.SZ,范纪军,范正军,余文震,台州市
3599,601018.SH,毛剑宏,宫黎明,蒋伟,宁波市
3600,601678.SH,姜森,姜森,于江,滨州市
3601,002412.SZ,刘正清,刘正清,戴江洪,益阳市
3602,002908.SZ,虢晓彬,虢晓彬,陈曲,广州市
3603,603297.SH,曹其东,毛磊,李舟容,宁波市
3604,002758.SZ,包中海,林昌斌,金鼎,绍兴市
3605,002859.SZ,方隽云,方隽云,张君刚,湖州市
3606,603185.SH,杨建良,杨建良,庄柯杰,无锡市
3607,002645.SZ,胡士勇,胡品龙,朱大勇,无锡市
3608,601155.SH,王晓松,梁志诚,陈鹏,常州市
3609,300520.SZ,董永东,董永东,储士升,合肥市
3610,002671.SZ,付波,付波,唐倩,淄博市
3611,003010.SZ,王玉,王玉,罗志青,广州市
3612,603778.SH,回全福,回全福,李萍,北京市
3613,688277.SH,张送根,徐进,黄军辉,北京市
3614,003037.SZ,韦泽林,李维,吴延红,中山市
3615,300378.SZ,叶子祯,叶子祯,张苑逸,上海市
3616,300628.SZ,陈智松,张联昌,张惠荣,厦门市
3617,300518.SZ,陈丹纯,于明剑,李衍钢,深圳市
3618,300676.SZ,尹烨,尹烨,徐茜,深圳市
3619,688168.SH,钟竹,钟竹,夏振富,北京市
3620,603519.SH,蒋达伟,蒋达伟,顾春兰,无锡市
3621,002768.SZ,王爱国,王爱国,于雨,青岛市
3622,300595.SZ,陶悦群,陶悦群,施贤梅,合肥市
3623,002890.SZ,柳秋杰,柳秋杰,刘志鸿,烟台市
3624,002823.SZ,张浩宇,张浩宇,秦蓉,深圳市
3625,300726.SZ,钟若农,曾琛,曾垒,株洲市
3626,300903.SZ,郑晓蓉,郑晓蓉,郑海涛,惠州市
3627,688233.SH,潘连胜,潘连胜,袁欣,锦州市
3628,002810.SZ,毕于东,毕于东,毕松羚,淄博市
3629,300431.SZ,冯鑫,冯鑫,冯鑫,北京市
3630,688619.SH,江文涛,江文涛,余丽梅,厦门市
3631,601606.SH,王本河,何勇,张兆忠,合肥市
3632,603887.SH,谢晓东,谢晓东,陈伟民,上海市
3633,300698.SZ,张禾阳,张禾阳,冯宇,杭州市
3634,300486.SZ,王永红,王永红,张新海,太原市
3635,300533.SZ,刘和国,刘和国,梅薇红,深圳市
3636,603398.SH,吴锭辉,吴锭辉,林卫忠,汕头市
3637,300899.SZ,葛文越,葛文越,袁莉,上海市
3638,688222.SH,李进,李进,耿世伟,成都市
3639,002342.SZ,杨建国,张虹,张云,保定市
3640,300705.SZ,朱志宏,郑霞辉,曾蕾,长沙市
3641,300769.SZ,孔令涌,孔令涌,王正航,深圳市
3642,002962.SZ,廖彬斌,廖彬斌,程涌,荆州市
3643,300282.SZ,林荣滨,牛大铭,杨玉英,北京市
3644,600977.SH,焦宏奋,傅若清,任月,北京市
3645,002832.SZ,谢秉政,申金冬,陈阳,广州市
3646,300511.SZ,杨勇萍,诸焕诚,顾永康,上海市
3647,002525.SZ,姚胜,姚胜,余凤庭,岳阳市
3648,601929.SH,王胜杰,高雪菘,孙毅,长春市
3649,002647.SZ,王石山,王石山,霍东,绍兴市
3650,002402.SZ,刘建伟,刘建伟,罗珊珊,深圳市
3651,300251.SZ,王长田,王长田,侯俊,北京市
3652,300248.SZ,杨维国,杨维国,赵璇,郑州市
3653,300623.SZ,黄善兵,黄健,张家铨,南通市
3654,002893.SZ,李赫,孙洪江,谢凌宇,北京市
3655,300201.SZ,金诗玮,尹亚平,陈慧源,徐州市
3656,688696.SH,钟波,肖适,廖杨,成都市
3657,300208.SZ,李向罡,李向罡,赵子明,青岛市
3658,002557.SZ,陈先保,陈先保,陈俊,合肥市
3659,300599.SZ,黄淦雄,彭晓伟,杨燕芳,佛山市
3660,300589.SZ,晏志清,晏志清,徐海州,中山市
3661,603699.SH,王保庆,陆斌,卫瀚森,苏州市
3662,603717.SH,罗卫国,罗卫国,罗卫国,重庆市
3663,300528.SZ,蒋小平,杨抒,赖业军,南京市
3664,300748.SZ,蔡报贵,蔡报贵,鹿明,赣州市
3665,300171.SZ,郑效东,郑效东,王艳,上海市
3666,002560.SZ,马红菊,曲洪普,张治中,洛阳市
3667,300115.SZ,陈奇星,陈小硕,胡宇龙,深圳市
3668,002584.SZ,黄伟鹏,黄少群,宗岩,汕头市
3669,688379.SH,金李梅,金李梅,胡岭,杭州市
3670,603027.SH,伍超群,伍超群,吕科霖,眉山市
3671,002925.SZ,林松华,王战庆,李金苗,厦门市
3672,300951.SZ,徐思通,徐思通,王琳,深圳市
3673,300404.SZ,王廷春,王廷春,韦芳群,广州市
3674,002611.SZ,唐灼林,邱业致,周文辉,佛山市
3675,002623.SZ,林金锡,李忠,刘芹,常州市
3676,002772.SZ,陶军,刘亮,高博书,天水市
3677,688520.SH,谢良志,谢良志,唐黎明,北京市
3678,605066.SH,高天乐,高天乐,周光辉,温州市
3679,603926.SH,国宁,国宁,周莺,杭州市
3680,300878.SZ,刘忠良,卢卫芳,谢立恒,丽水市
3681,603721.SH,曾雄,傅冠军,周智,长沙市
3682,300384.SZ,刘迪,刘迪,张碧华,北京市
3683,688215.SH,袁峰,袁峰,吕蒙,宁波市
3684,603871.SH,韩景华,孟联,聂慧峰,北京市
3685,002986.SZ,胡先念,胡先念,邱大梁,长沙市
3686,300948.SZ,李春林,许剑平,张方杰,青岛市
3687,002922.SZ,肖俊承,王一龙,陈丽君,佛山市
3688,002746.SZ,王寿纯,王寿恒,许士卫,烟台市
3689,002968.SZ,李茂顺,刘文波,翁家林,重庆市
3690,603105.SH,张利忠,张利忠,张健,嘉兴市
3691,300427.SZ,杨成,杨成,李喜娇,厦门市
3692,300239.SZ,王军,王丽萍,刘芳,包头市
3693,003004.SZ,谭政,谭政,刘建文,北京市
3694,003002.SZ,秦跃中,郭平则,张宏,长治市
3695,300421.SZ,施祥贵,施祥贵,张邦友,南通市
3696,300186.SZ,温均生,陈瑞爱,方炳虎,云浮市
3697,300889.SZ,谢明武,张锋斌,陈永建,深圳市
3698,002892.SZ,聂鹏举,聂鹏举,李伟,永州市
3699,002583.SZ,陈清州,蒋叶林,周炎,深圳市
3700,002431.SZ,林从孝,林从孝,陈思思,郑州市
3701,002732.SZ,李志平,冯立科,李春锋,广州市
3702,300286.SZ,周中,周中,罗叶兰,上海市
3703,603332.SH,席文杰,席文杰,何小林,苏州市
3704,002824.SZ,李建湘,金炯,李江,中山市
3705,603032.SH,宋国强,宋国强,陈翔,乌鲁木齐市
3706,300327.SZ,傅启明,宋永皓,潘一德,上海市
3707,600998.SH,刘长云,刘义常,林新扬,武汉市
3708,300510.SZ,魏庆辉,魏庆辉,赵红云,长春市
3709,003025.SZ,李忠明,李忠明,周慧君,宁波市
3710,603729.SH,余亦坤,余亦坤,周衍伟,上海市
3711,300691.SZ,龚俊强,李成斌,梁绮丽,中山市
3712,688366.SH,侯永泰,吴剑英,田敏,上海市
3713,300656.SZ,许文焕,许文焕,范长征,深圳市
3714,300224.SZ,王庆凯,李志强,宋侃,烟台市
3715,605337.SH,李国平,朱文秀,程伟忠,金华市
3716,300209.SZ,肖四清,肖四清,章军,长沙市
3717,002454.SZ,陈焕雄,纪安康,陈睿,上海市
3718,605368.SH,陈启勇,陈启勇,赵鑫,驻马店市
3719,688106.SH,金向华,金向华,龚小玲,苏州市
3720,603668.SH,陈庆堂,陈庆堂,陈延嗣,福州市
3721,300462.SZ,张亮,张亮,蔡红梅,上海市
3722,300580.SZ,曹余华,郭俊新,陈斌,无锡市
3723,300180.SZ,尤小平,段伟东,程鸣,上海市
3724,002639.SZ,林汝捷(小),林汝捷(小),华耀虹,福州市
3725,600023.SH,孙玮恒,虞国平,曹路,杭州市
3726,300082.SZ,朱建民,董振鹏,黄健军,辽阳市
3727,002636.SZ,韩涛,韩涛,程敬,上海市
3728,300473.SZ,李毅,高国清,韩颖,阜新市
3729,300315.SZ,刘惠城,刘惠城,王娉,北京市
3730,300263.SZ,李占明,孙建科,张源远,洛阳市
3731,600901.SH,熊先根,张义勤,周柏青,南京市
3732,300413.SZ,张华立,蔡怀军,吴俊,长沙市
3733,603569.SH,薄世久,薄世久,闫超,北京市
3734,002518.SZ,刘程宇,刘程宇,范涛,深圳市
3735,300289.SZ,王凯翔,张海涛,张丽华,北京市
3736,002477.SZ,侯建芳,李花,侯建芳,郑州市
3737,002354.SZ,沈中华,徐德伟,刘玉萍,大连市
3738,300245.SZ,苏玉军,杜力耘,武强,上海市
3739,002379.SZ,赵前方,张伟,肖萧,滨州市
3740,002363.SZ,张海燕,张海燕,刘建,烟台市
3741,002930.SZ,林海川,林海川,李军印,东莞市
3742,300891.SZ,何明川,何明川,殷健,云浮市
3743,300173.SZ,王贵银,陈武,朱红强,佛山市
3744,300104.SZ,刘延峰,刘延峰,刘延峰,北京市
3745,002514.SZ,张大钊,张大钊,罗旭,苏州市
3746,688202.SH,陈金章,CHUN-LIN CHEN,王国林,上海市
3747,605366.SH,纪金树,纪金树,张捷,景德镇市
3748,002493.SZ,李水荣,项炯炯,全卫英,杭州市
3749,002491.SZ,王家新,冒兵,贺忠良,苏州市
3750,002335.SZ,陈成辉,陈四雄,林韬,厦门市
3751,300107.SZ,朱守琛,陈学为,李丽,沧州市
