,TS代码,股票代码,股票名称,行业,市场类型
3622,603500.SH,603500,祥和实业,运输设备,主板
3623,603501.SH,603501,韦尔股份,半导体,主板
3624,603505.SH,603505,金石资源,矿物制品,主板
3625,603506.SH,603506,南都物业,房产服务,主板
3626,603507.SH,603507,振江股份,钢加工,主板
3627,603508.SH,603508,思维列控,软件服务,主板
3628,603515.SH,603515,欧普照明,电气设备,主板
3629,603516.SH,603516,淳中科技,通信设备,主板
3630,603517.SH,603517,绝味食品,食品,主板
3631,603518.SH,603518,锦泓集团,服饰,主板
3632,603519.SH,603519,立霸股份,家用电器,主板
3633,603520.SH,603520,司太立,化学制药,主板
3634,603527.SH,603527,众源新材,铜,主板
3635,603528.SH,603528,多伦科技,软件服务,主板
3636,603530.SH,603530,神马电力,电气设备,主板
3637,603533.SH,603533,掌阅科技,互联网,主板
3638,603535.SH,603535,嘉诚国际,仓储物流,主板
3639,603536.SH,603536,惠发食品,食品,主板
3640,603538.SH,603538,美诺华,化学制药,主板
3641,603551.SH,603551,奥普家居,家居用品,主板
3642,603555.SH,603555,*ST贵人,服饰,主板
3643,603556.SH,603556,海兴电力,电器仪表,主板
3644,603557.SH,603557,起步股份,服饰,主板
3645,603558.SH,603558,健盛集团,纺织,主板
3646,603559.SH,603559,中通国脉,通信设备,主板
3647,603565.SH,603565,中谷物流,仓储物流,主板
3648,603566.SH,603566,普莱柯,生物制药,主板
3649,603567.SH,603567,珍宝岛,中成药,主板
3650,603568.SH,603568,伟明环保,环境保护,主板
3651,603569.SH,603569,长久物流,仓储物流,主板
3652,603577.SH,603577,汇金通,钢加工,主板
3653,603578.SH,603578,三星新材,玻璃,主板
3654,603579.SH,603579,荣泰健康,医疗保健,主板
3655,603580.SH,603580,艾艾精工,化工原料,主板
3656,603583.SH,603583,捷昌驱动,电气设备,主板
3657,603585.SH,603585,苏利股份,化工原料,主板
3658,603586.SH,603586,金麒麟,汽车配件,主板
3659,603587.SH,603587,地素时尚,服饰,主板
3660,603588.SH,603588,高能环境,环境保护,主板
3661,603589.SH,603589,口子窖,白酒,主板
3662,603590.SH,603590,康辰药业,化学制药,主板
3663,603595.SH,603595,东尼电子,元器件,主板
3664,603596.SH,603596,伯特利,汽车配件,主板
3665,603598.SH,603598,引力传媒,影视音像,主板
3666,603599.SH,603599,广信股份,农药化肥,主板
3667,603600.SH,603600,永艺股份,家居用品,主板
3668,603601.SH,603601,再升科技,玻璃,主板
3669,603602.SH,603602,纵横通信,通信设备,主板
3670,603603.SH,603603,博天环境,环境保护,主板
3671,603605.SH,603605,珀莱雅,日用化工,主板
3672,603606.SH,603606,东方电缆,电气设备,主板
3673,603607.SH,603607,京华激光,造纸,主板
3674,603608.SH,603608,天创时尚,服饰,主板
3675,603609.SH,603609,禾丰牧业,饲料,主板
3676,603610.SH,603610,麒盛科技,家居用品,主板
3677,603611.SH,603611,诺力股份,运输设备,主板
3678,603612.SH,603612,索通发展,矿物制品,主板
3679,603613.SH,603613,国联股份,互联网,主板
3680,603615.SH,603615,茶花股份,家居用品,主板
3681,603616.SH,603616,韩建河山,其他建材,主板
3682,603617.SH,603617,君禾股份,专用机械,主板
3683,603618.SH,603618,杭电股份,电气设备,主板
3684,603619.SH,603619,中曼石油,石油开采,主板
3685,603626.SH,603626,科森科技,专用机械,主板
3686,603628.SH,603628,清源股份,电气设备,主板
3687,603629.SH,603629,利通电子,元器件,主板
3688,603630.SH,603630,拉芳家化,日用化工,主板
3689,603633.SH,603633,徕木股份,元器件,主板
3690,603636.SH,603636,南威软件,软件服务,主板
3691,603637.SH,603637,镇海股份,建筑工程,主板
3692,603638.SH,603638,艾迪精密,专用机械,主板
3693,603639.SH,603639,海利尔,农药化肥,主板
3694,603648.SH,603648,畅联股份,仓储物流,主板
3695,603650.SH,603650,彤程新材,化工原料,主板
3696,603655.SH,603655,朗博科技,汽车配件,主板
3697,603656.SH,603656,泰禾智能,专用机械,主板
3698,603657.SH,603657,春光科技,塑料,主板
3699,603658.SH,603658,安图生物,医疗保健,主板
3700,603659.SH,603659,璞泰来,化工原料,主板
3701,603660.SH,603660,苏州科达,通信设备,主板
3702,603661.SH,603661,恒林股份,家居用品,主板
3703,603662.SH,603662,柯力传感,电器仪表,主板
3704,603663.SH,603663,三祥新材,矿物制品,主板
3705,603665.SH,603665,康隆达,纺织,主板
3706,603666.SH,603666,亿嘉和,专用机械,主板
3707,603667.SH,603667,五洲新春,机械基件,主板
3708,603668.SH,603668,天马科技,饲料,主板
3709,603669.SH,603669,灵康药业,化学制药,主板
3710,603676.SH,603676,卫信康,化学制药,主板
3711,603677.SH,603677,奇精机械,机械基件,主板
3712,603678.SH,603678,火炬电子,元器件,主板
3713,603679.SH,603679,华体科技,电气设备,主板
3714,603680.SH,603680,今创集团,运输设备,主板
3715,603681.SH,603681,永冠新材,化工原料,主板
3716,603682.SH,603682,锦和商业,房产服务,主板
3717,603683.SH,603683,晶华新材,化工原料,主板
3718,603685.SH,603685,晨丰科技,电气设备,主板
3719,603686.SH,603686,龙马环卫,环境保护,主板
3720,603687.SH,603687,大胜达,广告包装,主板
3721,603688.SH,603688,石英股份,矿物制品,主板
3722,603689.SH,603689,皖天然气,供气供热,主板
3723,603690.SH,603690,至纯科技,专用机械,主板
3724,603693.SH,603693,江苏新能,新型电力,主板
3725,603696.SH,603696,安记食品,食品,主板
3726,603697.SH,603697,有友食品,食品,主板
3727,603698.SH,603698,航天工程,专用机械,主板
3728,603699.SH,603699,纽威股份,专用机械,主板
3729,603700.SH,603700,宁水集团,电器仪表,主板
3730,603701.SH,603701,德宏股份,汽车配件,主板
3731,603703.SH,603703,盛洋科技,通信设备,主板
3732,603706.SH,603706,东方环宇,供气供热,主板
3733,603707.SH,603707,健友股份,化学制药,主板
3734,603708.SH,603708,家家悦,超市连锁,主板
3735,603709.SH,603709,中源家居,家居用品,主板
3736,603711.SH,603711,香飘飘,软饮料,主板
3737,603712.SH,603712,七一二,通信设备,主板
3738,603713.SH,603713,密尔克卫,仓储物流,主板
3739,603716.SH,603716,塞力医疗,医药商业,主板
3740,603717.SH,603717,天域生态,环境保护,主板
3741,603718.SH,603718,海利生物,生物制药,主板
3742,603719.SH,603719,良品铺子,食品,主板
3743,603721.SH,603721,中广天择,影视音像,主板
3744,603722.SH,603722,阿科力,化工原料,主板
3745,603725.SH,603725,天安新材,塑料,主板
3746,603726.SH,603726,朗迪集团,机械基件,主板
3747,603727.SH,603727,博迈科,石油开采,主板
3748,603728.SH,603728,鸣志电器,电气设备,主板
3749,603729.SH,603729,龙韵股份,广告包装,主板
3750,603730.SH,603730,岱美股份,汽车配件,主板
3751,603733.SH,603733,仙鹤股份,造纸,主板
3752,603737.SH,603737,三棵树,染料涂料,主板
3753,603738.SH,603738,泰晶科技,元器件,主板
3754,603739.SH,603739,蔚蓝生物,农业综合,主板
3755,603755.SH,603755,日辰股份,食品,主板
3756,603757.SH,603757,大元泵业,专用机械,主板
3757,603758.SH,603758,秦安股份,汽车配件,主板
3758,603766.SH,603766,隆鑫通用,摩托车,主板
3759,603767.SH,603767,中马传动,汽车配件,主板
3760,603768.SH,603768,常青股份,汽车配件,主板
3761,603773.SH,603773,沃格光电,元器件,主板
3762,603776.SH,603776,永安行,公共交通,主板
3763,603777.SH,603777,来伊份,食品,主板
3764,603778.SH,603778,乾景园林,建筑工程,主板
3765,603779.SH,603779,ST威龙,红黄酒,主板
3766,603786.SH,603786,科博达,汽车配件,主板
3767,603787.SH,603787,新日股份,摩托车,主板
3768,603788.SH,603788,宁波高发,汽车配件,主板
3769,603789.SH,603789,星光农机,农用机械,主板
3770,603790.SH,603790,雅运股份,染料涂料,主板
3771,603797.SH,603797,联泰环保,环境保护,主板
3772,603798.SH,603798,康普顿,石油加工,主板
3773,603799.SH,603799,华友钴业,小金属,主板
3774,603800.SH,603800,道森股份,专用机械,主板
3775,603801.SH,603801,志邦家居,家居用品,主板
3776,603803.SH,603803,瑞斯康达,通信设备,主板
3777,603806.SH,603806,福斯特,塑料,主板
3778,603808.SH,603808,歌力思,服饰,主板
3779,603809.SH,603809,豪能股份,汽车配件,主板
3780,603810.SH,603810,丰山集团,农药化肥,主板
3781,603811.SH,603811,诚意药业,化学制药,主板
3782,603813.SH,603813,原尚股份,仓储物流,主板
3783,603815.SH,603815,交建股份,建筑工程,主板
3784,603816.SH,603816,顾家家居,家居用品,主板
3785,603817.SH,603817,海峡环保,环境保护,主板
3786,603818.SH,603818,曲美家居,家居用品,主板
3787,603819.SH,603819,神力股份,电气设备,主板
3788,603822.SH,603822,嘉澳环保,环境保护,主板
3789,603823.SH,603823,百合花,染料涂料,主板
3790,603825.SH,603825,华扬联众,互联网,主板
3791,603826.SH,603826,坤彩科技,染料涂料,主板
3792,603828.SH,603828,柯利达,装修装饰,主板
3793,603829.SH,603829,洛凯股份,电气设备,主板
3794,603833.SH,603833,欧派家居,家居用品,主板
3795,603838.SH,603838,四通股份,陶瓷,主板
3796,603839.SH,603839,安正时尚,服饰,主板
3797,603843.SH,603843,正平股份,建筑工程,主板
3798,603848.SH,603848,好太太,家居用品,主板
3799,603855.SH,603855,华荣股份,专用机械,主板
3800,603856.SH,603856,东宏股份,塑料,主板
3801,603858.SH,603858,步长制药,中成药,主板
3802,603859.SH,603859,能科股份,软件服务,主板
3803,603860.SH,603860,中公高科,公路,主板
3804,603861.SH,603861,白云电器,电气设备,主板
3805,603863.SH,603863,松炀资源,造纸,主板
3806,603866.SH,603866,桃李面包,食品,主板
3807,603867.SH,603867,新化股份,化工原料,主板
3808,603868.SH,603868,飞科电器,家用电器,主板
3809,603869.SH,603869,新智认知,软件服务,主板
3810,603871.SH,603871,嘉友国际,仓储物流,主板
3811,603876.SH,603876,鼎胜新材,铝,主板
3812,603877.SH,603877,太平鸟,服饰,主板
3813,603878.SH,603878,武进不锈,钢加工,主板
3814,603879.SH,603879,永悦科技,化工原料,主板
3815,603880.SH,603880,南卫股份,医疗保健,主板
3816,603881.SH,603881,数据港,电信运营,主板
3817,603882.SH,603882,金域医学,医疗保健,主板
3818,603883.SH,603883,老百姓,医药商业,主板
3819,603885.SH,603885,吉祥航空,空运,主板
3820,603886.SH,603886,元祖股份,食品,主板
3821,603887.SH,603887,城地香江,软件服务,主板
3822,603888.SH,603888,新华网,互联网,主板
3823,603889.SH,603889,新澳股份,纺织,主板
3824,603890.SH,603890,春秋电子,机械基件,主板
3825,603893.SH,603893,瑞芯微,半导体,主板
3826,603895.SH,603895,天永智能,专用机械,主板
3827,603896.SH,603896,寿仙谷,中成药,主板
3828,603897.SH,603897,长城科技,电气设备,主板
3829,603898.SH,603898,好莱客,家居用品,主板
3830,603899.SH,603899,晨光文具,文教休闲,主板
3831,603900.SH,603900,莱绅通灵,服饰,主板
3832,603901.SH,603901,永创智能,专用机械,主板
3833,603903.SH,603903,中持股份,环境保护,主板
3834,603906.SH,603906,龙蟠科技,化工原料,主板
3835,603908.SH,603908,牧高笛,纺织,主板
3836,603909.SH,603909,合诚股份,建筑工程,主板
3837,603912.SH,603912,佳力图,专用机械,主板
3838,603915.SH,603915,国茂股份,机械基件,主板
3839,603916.SH,603916,苏博特,化工原料,主板
3840,603917.SH,603917,合力科技,汽车配件,主板
3841,603918.SH,603918,金桥信息,软件服务,主板
3842,603919.SH,603919,金徽酒,白酒,主板
3843,603920.SH,603920,世运电路,元器件,主板
3844,603922.SH,603922,金鸿顺,汽车配件,主板
3845,603926.SH,603926,铁流股份,汽车配件,主板
3846,603927.SH,603927,中科软,软件服务,主板
3847,603928.SH,603928,兴业股份,化工原料,主板
3848,603929.SH,603929,亚翔集成,装修装饰,主板
3849,603931.SH,603931,格林达,化工原料,主板
3850,603933.SH,603933,睿能科技,纺织机械,主板
3851,603936.SH,603936,博敏电子,元器件,主板
3852,603937.SH,603937,丽岛新材,铝,主板
3853,603938.SH,603938,三孚股份,化工原料,主板
3854,603939.SH,603939,益丰药房,医药商业,主板
3855,603948.SH,603948,建业股份,化工原料,主板
3856,603949.SH,603949,雪龙集团,汽车配件,主板
3857,603950.SH,603950,长源东谷,汽车配件,主板
3858,603955.SH,603955,大千生态,环境保护,主板
3859,603956.SH,603956,威派格,专用机械,主板
3860,603958.SH,603958,哈森股份,服饰,主板
3861,603959.SH,603959,百利科技,建筑工程,主板
3862,603960.SH,603960,克来机电,专用机械,主板
3863,603963.SH,603963,大理药业,化学制药,主板
3864,603966.SH,603966,法兰泰克,机械基件,主板
3865,603967.SH,603967,中创物流,仓储物流,主板
3866,603968.SH,603968,醋化股份,化工原料,主板
3867,603969.SH,603969,银龙股份,其他建材,主板
3868,603970.SH,603970,中农立华,其他商业,主板
3869,603976.SH,603976,正川股份,医疗保健,主板
3870,603977.SH,603977,国泰集团,化工原料,主板
3871,603978.SH,603978,深圳新星,铝,主板
3872,603979.SH,603979,金诚信,建筑工程,主板
3873,603980.SH,603980,吉华集团,染料涂料,主板
3874,603982.SH,603982,泉峰汽车,汽车配件,主板
3875,603983.SH,603983,丸美股份,日用化工,主板
3876,603985.SH,603985,恒润股份,机械基件,主板
3877,603986.SH,603986,兆易创新,半导体,主板
3878,603987.SH,603987,康德莱,医疗保健,主板
3879,603988.SH,603988,中电电机,电气设备,主板
3880,603989.SH,603989,艾华集团,元器件,主板
3881,603990.SH,603990,麦迪科技,软件服务,主板
3882,603991.SH,603991,至正股份,塑料,主板
3883,603992.SH,603992,松霖科技,家居用品,主板
3884,603993.SH,603993,洛阳钼业,小金属,主板
3885,603995.SH,603995,甬金股份,特种钢,主板
3886,603996.SH,603996,*ST中新,家用电器,主板
3887,603997.SH,603997,继峰股份,汽车配件,主板
3888,603998.SH,603998,方盛制药,中成药,主板
3889,603999.SH,603999,读者传媒,出版业,主板
3890,605001.SH,605001,威奥股份,运输设备,主板
3891,605003.SH,605003,众望布艺,纺织,主板
3892,605005.SH,605005,合兴股份,汽车配件,主板
3893,605006.SH,605006,山东玻纤,玻璃,主板
3894,605007.SH,605007,五洲特纸,造纸,主板
3895,605008.SH,605008,长鸿高科,塑料,主板
3896,605009.SH,605009,豪悦护理,造纸,主板
3897,605018.SH,605018,长华股份,汽车配件,主板
3898,605050.SH,605050,福然德,仓储物流,主板
3899,605055.SH,605055,迎丰股份,纺织,主板
3900,605058.SH,605058,澳弘电子,元器件,主板
3901,605060.SH,605060,联德股份,机械基件,主板
3902,605066.SH,605066,天正电气,电气设备,主板
3903,605068.SH,605068,明新旭腾,汽车配件,主板
3904,605077.SH,605077,华康股份,食品,主板
3905,605081.SH,605081,太和水,环境保护,主板
3906,605088.SH,605088,冠盛股份,汽车配件,主板
3907,605099.SH,605099,共创草坪,文教休闲,主板
3908,605100.SH,605100,华丰股份,机械基件,主板
3909,605108.SH,605108,同庆楼,酒店餐饮,主板
3910,605111.SH,605111,新洁能,半导体,主板
3911,605116.SH,605116,奥锐特,化学制药,主板
3912,605118.SH,605118,力鼎光电,元器件,主板
3913,605123.SH,605123,派克新材,钢加工,主板
3914,605128.SH,605128,上海沿浦,汽车配件,主板
