,TS代码,股票代码,股票名称,行业,市场类型
537,002084.SZ,002084,海鸥住工,家居用品,中小板
538,002085.SZ,002085,万丰奥威,汽车配件,中小板
539,002086.SZ,002086,*ST东洋,渔业,中小板
540,002087.SZ,002087,新野纺织,纺织,中小板
541,002088.SZ,002088,鲁阳节能,矿物制品,中小板
542,002089.SZ,002089,ST新海,通信设备,中小板
543,002090.SZ,002090,金智科技,软件服务,中小板
544,002091.SZ,002091,江苏国泰,商贸代理,中小板
545,002092.SZ,002092,中泰化学,化工原料,中小板
546,002093.SZ,002093,国脉科技,电信运营,中小板
547,002094.SZ,002094,青岛金王,日用化工,中小板
548,002095.SZ,002095,生意宝,互联网,中小板
549,002096.SZ,002096,南岭民爆,化工原料,中小板
550,002097.SZ,002097,山河智能,工程机械,中小板
551,002098.SZ,002098,浔兴股份,服饰,中小板
552,002099.SZ,002099,海翔药业,化学制药,中小板
553,002100.SZ,002100,天康生物,饲料,中小板
554,002101.SZ,002101,广东鸿图,汽车配件,中小板
555,002102.SZ,002102,ST冠福,化学制药,中小板
556,002103.SZ,002103,广博股份,文教休闲,中小板
557,002104.SZ,002104,恒宝股份,元器件,中小板
558,002105.SZ,002105,信隆健康,文教休闲,中小板
559,002106.SZ,002106,莱宝高科,元器件,中小板
560,002107.SZ,002107,沃华医药,中成药,中小板
561,002108.SZ,002108,沧州明珠,塑料,中小板
562,002109.SZ,002109,兴化股份,化工原料,中小板
563,002110.SZ,002110,三钢闽光,普钢,中小板
564,002111.SZ,002111,威海广泰,航空,中小板
565,002112.SZ,002112,三变科技,电气设备,中小板
566,002113.SZ,002113,*ST天润,互联网,中小板
567,002114.SZ,002114,罗平锌电,铅锌,中小板
568,002115.SZ,002115,三维通信,互联网,中小板
569,002116.SZ,002116,中国海诚,建筑工程,中小板
570,002117.SZ,002117,东港股份,广告包装,中小板
571,002118.SZ,002118,紫鑫药业,中成药,中小板
572,002119.SZ,002119,康强电子,半导体,中小板
573,002120.SZ,002120,韵达股份,仓储物流,中小板
574,002121.SZ,002121,*ST科陆,电器仪表,中小板
575,002122.SZ,002122,*ST天马,机械基件,中小板
576,002123.SZ,002123,梦网科技,互联网,中小板
577,002124.SZ,002124,天邦股份,饲料,中小板
578,002125.SZ,002125,湘潭电化,化工原料,中小板
579,002126.SZ,002126,银轮股份,汽车配件,中小板
580,002127.SZ,002127,南极电商,互联网,中小板
581,002128.SZ,002128,露天煤业,煤炭开采,中小板
582,002129.SZ,002129,中环股份,半导体,中小板
583,002130.SZ,002130,沃尔核材,电气设备,中小板
584,002131.SZ,002131,利欧股份,互联网,中小板
585,002132.SZ,002132,恒星科技,钢加工,中小板
586,002133.SZ,002133,广宇集团,全国地产,中小板
587,002134.SZ,002134,天津普林,元器件,中小板
588,002135.SZ,002135,东南网架,建筑工程,中小板
589,002136.SZ,002136,安纳达,化工原料,中小板
590,002137.SZ,002137,麦达数字,通信设备,中小板
591,002138.SZ,002138,顺络电子,元器件,中小板
592,002139.SZ,002139,拓邦股份,元器件,中小板
593,002140.SZ,002140,东华科技,建筑工程,中小板
594,002141.SZ,002141,贤丰控股,元器件,中小板
595,002142.SZ,002142,宁波银行,银行,中小板
596,002144.SZ,002144,宏达高科,纺织,中小板
597,002145.SZ,002145,中核钛白,化工原料,中小板
598,002146.SZ,002146,荣盛发展,全国地产,中小板
599,002147.SZ,002147,*ST新光,区域地产,中小板
600,002148.SZ,002148,北纬科技,互联网,中小板
601,002149.SZ,002149,西部材料,小金属,中小板
602,002150.SZ,002150,通润装备,机械基件,中小板
603,002151.SZ,002151,北斗星通,通信设备,中小板
604,002152.SZ,002152,广电运通,IT设备,中小板
605,002153.SZ,002153,石基信息,软件服务,中小板
606,002154.SZ,002154,报喜鸟,服饰,中小板
607,002155.SZ,002155,湖南黄金,黄金,中小板
608,002156.SZ,002156,通富微电,半导体,中小板
609,002157.SZ,002157,正邦科技,饲料,中小板
610,002158.SZ,002158,汉钟精机,工程机械,中小板
611,002159.SZ,002159,三特索道,旅游服务,中小板
612,002160.SZ,002160,常铝股份,铝,中小板
613,002161.SZ,002161,远望谷,通信设备,中小板
614,002162.SZ,002162,悦心健康,医疗保健,中小板
615,002163.SZ,002163,海南发展,装修装饰,中小板
616,002164.SZ,002164,宁波东力,电气设备,中小板
617,002165.SZ,002165,红宝丽,化工原料,中小板
618,002166.SZ,002166,莱茵生物,中成药,中小板
619,002167.SZ,002167,东方锆业,小金属,中小板
620,002168.SZ,002168,ST惠程,互联网,中小板
621,002169.SZ,002169,智光电气,电气设备,中小板
622,002170.SZ,002170,芭田股份,农药化肥,中小板
623,002171.SZ,002171,楚江新材,铜,中小板
624,002172.SZ,002172,澳洋健康,化纤,中小板
625,002173.SZ,002173,创新医疗,医疗保健,中小板
626,002174.SZ,002174,游族网络,互联网,中小板
627,002175.SZ,002175,ST东网,电器仪表,中小板
628,002176.SZ,002176,*ST江特,电气设备,中小板
629,002177.SZ,002177,御银股份,IT设备,中小板
630,002178.SZ,002178,延华智能,建筑工程,中小板
631,002179.SZ,002179,中航光电,元器件,中小板
632,002180.SZ,002180,纳思达,IT设备,中小板
633,002181.SZ,002181,粤传媒,出版业,中小板
634,002182.SZ,002182,云海金属,小金属,中小板
635,002183.SZ,002183,怡亚通,仓储物流,中小板
636,002184.SZ,002184,海得控制,软件服务,中小板
637,002185.SZ,002185,华天科技,半导体,中小板
638,002186.SZ,002186,全聚德,酒店餐饮,中小板
639,002187.SZ,002187,广百股份,百货,中小板
640,002188.SZ,002188,*ST巴士,广告包装,中小板
641,002189.SZ,002189,中光学,元器件,中小板
642,002190.SZ,002190,成飞集成,汽车配件,中小板
643,002191.SZ,002191,劲嘉股份,广告包装,中小板
644,002192.SZ,002192,*ST融捷,专用机械,中小板
645,002193.SZ,002193,如意集团,纺织,中小板
646,002194.SZ,002194,武汉凡谷,通信设备,中小板
647,002195.SZ,002195,二三四五,软件服务,中小板
648,002196.SZ,002196,方正电机,纺织机械,中小板
649,002197.SZ,002197,证通电子,电器仪表,中小板
650,002198.SZ,002198,嘉应制药,中成药,中小板
651,002199.SZ,002199,东晶电子,元器件,中小板
652,002200.SZ,002200,ST云投,环境保护,中小板
653,002201.SZ,002201,九鼎新材,玻璃,中小板
654,002202.SZ,002202,金风科技,电气设备,中小板
655,002203.SZ,002203,海亮股份,铜,中小板
656,002204.SZ,002204,大连重工,专用机械,中小板
657,002205.SZ,002205,国统股份,其他建材,中小板
658,002206.SZ,002206,海利得,化纤,中小板
659,002207.SZ,002207,准油股份,石油开采,中小板
660,002208.SZ,002208,合肥城建,区域地产,中小板
661,002209.SZ,002209,达意隆,轻工机械,中小板
662,002210.SZ,002210,*ST飞马,仓储物流,中小板
663,002211.SZ,002211,宏达新材,橡胶,中小板
664,002212.SZ,002212,天融信,软件服务,中小板
665,002213.SZ,002213,大为股份,汽车配件,中小板
666,002214.SZ,002214,大立科技,电器仪表,中小板
667,002215.SZ,002215,诺普信,农药化肥,中小板
668,002216.SZ,002216,三全食品,食品,中小板
669,002217.SZ,002217,合力泰,元器件,中小板
670,002218.SZ,002218,拓日新能,电气设备,中小板
671,002219.SZ,002219,*ST恒康,中成药,中小板
672,002221.SZ,002221,东华能源,石油贸易,中小板
673,002222.SZ,002222,福晶科技,元器件,中小板
674,002223.SZ,002223,鱼跃医疗,医疗保健,中小板
675,002224.SZ,002224,三力士,橡胶,中小板
676,002225.SZ,002225,濮耐股份,其他建材,中小板
677,002226.SZ,002226,江南化工,化工原料,中小板
678,002227.SZ,002227,奥特迅,电气设备,中小板
679,002228.SZ,002228,合兴包装,广告包装,中小板
680,002229.SZ,002229,鸿博股份,广告包装,中小板
681,002230.SZ,002230,科大讯飞,软件服务,中小板
682,002231.SZ,002231,奥维通信,通信设备,中小板
683,002232.SZ,002232,启明信息,软件服务,中小板
684,002233.SZ,002233,塔牌集团,水泥,中小板
685,002234.SZ,002234,民和股份,农业综合,中小板
686,002235.SZ,002235,安妮股份,互联网,中小板
687,002236.SZ,002236,大华股份,电器仪表,中小板
688,002237.SZ,002237,恒邦股份,黄金,中小板
689,002238.SZ,002238,天威视讯,影视音像,中小板
690,002239.SZ,002239,奥特佳,汽车配件,中小板
691,002240.SZ,002240,盛新锂能,小金属,中小板
692,002241.SZ,002241,歌尔股份,元器件,中小板
693,002242.SZ,002242,九阳股份,家用电器,中小板
694,002243.SZ,002243,力合科创,塑料,中小板
695,002244.SZ,002244,滨江集团,区域地产,中小板
696,002245.SZ,002245,蔚蓝锂芯,仓储物流,中小板
697,002246.SZ,002246,北化股份,化工原料,中小板
698,002247.SZ,002247,*ST聚力,造纸,中小板
699,002248.SZ,002248,华东数控,机床制造,中小板
700,002249.SZ,002249,大洋电机,电气设备,中小板
701,002250.SZ,002250,联化科技,化工原料,中小板
702,002251.SZ,002251,步步高,超市连锁,中小板
703,002252.SZ,002252,上海莱士,生物制药,中小板
704,002253.SZ,002253,川大智胜,软件服务,中小板
705,002254.SZ,002254,泰和新材,化纤,中小板
706,002255.SZ,002255,*ST海陆,专用机械,中小板
707,002256.SZ,002256,*ST兆新,新型电力,中小板
708,002258.SZ,002258,利尔化学,农药化肥,中小板
709,002259.SZ,002259,*ST升达,供气供热,中小板
710,002261.SZ,002261,拓维信息,互联网,中小板
711,002262.SZ,002262,恩华药业,化学制药,中小板
712,002263.SZ,002263,大东南,塑料,中小板
713,002264.SZ,002264,新华都,超市连锁,中小板
714,002265.SZ,002265,西仪股份,汽车配件,中小板
715,002266.SZ,002266,浙富控股,环境保护,中小板
716,002267.SZ,002267,陕天然气,供气供热,中小板
717,002268.SZ,002268,卫士通,软件服务,中小板
718,002269.SZ,002269,美邦服饰,服饰,中小板
719,002270.SZ,002270,华明装备,电气设备,中小板
720,002271.SZ,002271,东方雨虹,其他建材,中小板
721,002272.SZ,002272,川润股份,机械基件,中小板
722,002273.SZ,002273,水晶光电,元器件,中小板
723,002274.SZ,002274,华昌化工,农药化肥,中小板
724,002275.SZ,002275,桂林三金,中成药,中小板
725,002276.SZ,002276,万马股份,电气设备,中小板
726,002277.SZ,002277,友阿股份,百货,中小板
727,002278.SZ,002278,神开股份,化工机械,中小板
728,002279.SZ,002279,久其软件,软件服务,中小板
729,002280.SZ,002280,*ST联络,软件服务,中小板
730,002281.SZ,002281,光迅科技,通信设备,中小板
731,002282.SZ,002282,博深股份,轻工机械,中小板
732,002283.SZ,002283,天润工业,汽车配件,中小板
733,002284.SZ,002284,亚太股份,汽车配件,中小板
734,002285.SZ,002285,世联行,房产服务,中小板
735,002286.SZ,002286,保龄宝,食品,中小板
736,002287.SZ,002287,奇正藏药,中成药,中小板
737,002288.SZ,002288,超华科技,元器件,中小板
738,002289.SZ,002289,ST宇顺,元器件,中小板
739,002290.SZ,002290,ST禾盛,家用电器,中小板
740,002291.SZ,002291,星期六,服饰,中小板
741,002292.SZ,002292,奥飞娱乐,影视音像,中小板
742,002293.SZ,002293,罗莱生活,纺织,中小板
743,002294.SZ,002294,信立泰,化学制药,中小板
744,002295.SZ,002295,精艺股份,铜,中小板
745,002296.SZ,002296,辉煌科技,通信设备,中小板
746,002297.SZ,002297,博云新材,矿物制品,中小板
747,002298.SZ,002298,中电兴发,软件服务,中小板
748,002299.SZ,002299,圣农发展,农业综合,中小板
749,002300.SZ,002300,太阳电缆,电气设备,中小板
750,002301.SZ,002301,齐心集团,文教休闲,中小板
751,002302.SZ,002302,西部建设,水泥,中小板
752,002303.SZ,002303,美盈森,造纸,中小板
753,002304.SZ,002304,洋河股份,白酒,中小板
754,002305.SZ,002305,南国置业,区域地产,中小板
755,002306.SZ,002306,ST云网,酒店餐饮,中小板
756,002307.SZ,002307,北新路桥,建筑工程,中小板
757,002308.SZ,002308,威创股份,IT设备,中小板
758,002309.SZ,002309,中利集团,电气设备,中小板
759,002310.SZ,002310,东方园林,建筑工程,中小板
760,002311.SZ,002311,海大集团,饲料,中小板
761,002312.SZ,002312,三泰控股,化工原料,中小板
762,002313.SZ,002313,日海智能,通信设备,中小板
763,002314.SZ,002314,南山控股,区域地产,中小板
764,002315.SZ,002315,焦点科技,互联网,中小板
765,002316.SZ,002316,亚联发展,软件服务,中小板
766,002317.SZ,002317,众生药业,中成药,中小板
767,002318.SZ,002318,久立特材,特种钢,中小板
768,002319.SZ,002319,*ST乐通,染料涂料,中小板
769,002320.SZ,002320,海峡股份,水运,中小板
770,002321.SZ,002321,华英农业,农业综合,中小板
771,002322.SZ,002322,理工环科,软件服务,中小板
772,002323.SZ,002323,*ST雅博,建筑工程,中小板
773,002324.SZ,002324,普利特,塑料,中小板
774,002325.SZ,002325,洪涛股份,装修装饰,中小板
775,002326.SZ,002326,永太科技,化工原料,中小板
776,002327.SZ,002327,富安娜,纺织,中小板
777,002328.SZ,002328,新朋股份,汽车配件,中小板
778,002329.SZ,002329,皇氏集团,乳制品,中小板
779,002330.SZ,002330,得利斯,食品,中小板
780,002331.SZ,002331,皖通科技,软件服务,中小板
781,002332.SZ,002332,仙琚制药,生物制药,中小板
782,002333.SZ,002333,ST罗普,铝,中小板
783,002334.SZ,002334,英威腾,电气设备,中小板
784,002335.SZ,002335,科华数据,电气设备,中小板
785,002336.SZ,002336,ST人乐,超市连锁,中小板
786,002337.SZ,002337,赛象科技,化工机械,中小板
787,002338.SZ,002338,奥普光电,电器仪表,中小板
788,002339.SZ,002339,积成电子,电气设备,中小板
789,002340.SZ,002340,格林美,小金属,中小板
790,002341.SZ,002341,新纶科技,化工原料,中小板
791,002342.SZ,002342,巨力索具,机械基件,中小板
792,002343.SZ,002343,慈文传媒,影视音像,中小板
793,002344.SZ,002344,海宁皮城,商品城,中小板
794,002345.SZ,002345,潮宏基,服饰,中小板
795,002346.SZ,002346,柘中股份,电气设备,中小板
796,002347.SZ,002347,泰尔股份,机械基件,中小板
797,002348.SZ,002348,高乐股份,文教休闲,中小板
798,002349.SZ,002349,精华制药,中成药,中小板
799,002350.SZ,002350,北京科锐,电气设备,中小板
800,002351.SZ,002351,漫步者,IT设备,中小板
801,002352.SZ,002352,顺丰控股,仓储物流,中小板
802,002353.SZ,002353,杰瑞股份,化工机械,中小板
803,002354.SZ,002354,*ST天娱,互联网,中小板
804,002355.SZ,002355,兴民智通,汽车配件,中小板
805,002356.SZ,002356,*ST赫美,其他商业,中小板
806,002357.SZ,002357,富临运业,公路,中小板
807,002358.SZ,002358,森源电气,电气设备,中小板
808,002360.SZ,002360,同德化工,化工原料,中小板
809,002361.SZ,002361,神剑股份,化工原料,中小板
810,002362.SZ,002362,汉王科技,软件服务,中小板
811,002363.SZ,002363,隆基机械,汽车配件,中小板
812,002364.SZ,002364,中恒电气,电气设备,中小板
813,002365.SZ,002365,永安药业,化学制药,中小板
814,002366.SZ,002366,台海核电,专用机械,中小板
815,002367.SZ,002367,康力电梯,运输设备,中小板
816,002368.SZ,002368,太极股份,软件服务,中小板
817,002369.SZ,002369,卓翼科技,通信设备,中小板
818,002370.SZ,002370,亚太药业,化学制药,中小板
819,002371.SZ,002371,北方华创,半导体,中小板
820,002372.SZ,002372,伟星新材,其他建材,中小板
821,002373.SZ,002373,千方科技,软件服务,中小板
822,002374.SZ,002374,中锐股份,建筑工程,中小板
823,002375.SZ,002375,亚厦股份,装修装饰,中小板
824,002376.SZ,002376,新北洋,IT设备,中小板
825,002377.SZ,002377,国创高新,房产服务,中小板
826,002378.SZ,002378,章源钨业,小金属,中小板
827,002379.SZ,002379,宏创控股,铝,中小板
828,002380.SZ,002380,科远智慧,电气设备,中小板
829,002381.SZ,002381,双箭股份,橡胶,中小板
830,002382.SZ,002382,蓝帆医疗,医疗保健,中小板
831,002383.SZ,002383,合众思壮,通信设备,中小板
832,002384.SZ,002384,东山精密,元器件,中小板
833,002385.SZ,002385,大北农,饲料,中小板
834,002386.SZ,002386,天原股份,化工原料,中小板
835,002387.SZ,002387,维信诺,元器件,中小板
836,002388.SZ,002388,新亚制程,元器件,中小板
